1, 315, 234
2, 316, 224
3, 312, 213
5, 328, 234
6, 328, 222
7, 325, 212
8, 341, 235
9, 341, 225
10, 340, 217
11, 338, 208
12, 355, 237
13, 354, 228
14, 354, 219
15, 353, 210
16, 353, 204
17, 368, 237
18, 368, 230
19, 369, 221
20, 368, 216
21, 366, 208
22, 365, 201
23, 388, 248
24, 388, 238
25, 388, 231
26, 389, 224
27, 386, 207
28, 384, 197
30, 401, 248
31, 401, 241
32, 402, 230
33, 401, 221
35, 398, 205
36, 397, 191
38, 413, 250
39, 414, 241
40, 415, 231
41, 416, 220
43, 413, 205
44, 411, 196
45, 409, 187
47, 427, 251
48, 429, 243
49, 429, 234
50, 429, 226
51, 429, 217
52, 426, 202
53, 425, 194
54, 422, 183
56, 443, 253
57, 443, 244
58, 444, 234
59, 444, 226
60, 443, 219
62, 440, 201
63, 440, 190
64, 437, 180
66, 457, 241
67, 456, 234
68, 456, 225
70, 453, 199
71, 453, 192
72, 451, 184
73, 450, 176
75, 296, 205
76, 293, 198
77, 289, 191
78, 308, 201
79, 305, 192
80, 299, 184
81, 321, 197
82, 317, 190
83, 314, 182
84, 309, 175
85, 335, 193
86, 330, 185
87, 325, 175
88, 319, 167
89, 349, 190
90, 345, 182
91, 339, 173
92, 334, 166
93, 329, 159
94, 360, 186
95, 357, 179
96, 353, 171
97, 349, 163
98, 345, 157
99, 339, 150
100, 380, 180
101, 377, 173
102, 373, 164
103, 369, 157
104, 365, 150
105, 360, 143
106, 355, 135
108, 392, 177
109, 389, 168
110, 384, 159
111, 379, 150
112, 375, 143
113, 371, 137
114, 365, 129
116, 406, 173
117, 402, 166
118, 400, 159
119, 396, 152
120, 392, 144
122, 389, 138
123, 383, 131
124, 379, 124
125, 373, 118
126, 418, 169
127, 415, 162
128, 412, 152
129, 407, 144
130, 404, 138
132, 400, 130
133, 395, 123
134, 389, 116
135, 385, 110
136, 432, 164
137, 429, 158
138, 427, 151
139, 424, 144
140, 420, 138
141, 417, 131
143, 414, 124
144, 409, 117
145, 405, 112
146, 401, 106
147, 395, 99
148, 445, 161
149, 442, 154
150, 439, 146
151, 436, 140
152, 433, 131
153, 429, 124
154, 425, 117
155, 420, 111
156, 416, 104
157, 411, 97
158, 406, 91
162, 279, 180
163, 272, 175
164, 266, 170
165, 290, 172
166, 283, 166
167, 272, 159
168, 298, 162
169, 291, 156
170, 285, 152
171, 278, 147
172, 309, 154
173, 301, 148
174, 292, 140
175, 283, 134
176, 319, 146
177, 311, 139
178, 305, 133
179, 298, 127
180, 288, 123
181, 330, 137
182, 323, 131
183, 316, 125
184, 308, 119
185, 300, 115
186, 293, 110
187, 345, 123
188, 339, 117
189, 332, 111
190, 325, 107
191, 317, 100
192, 310, 96
193, 302, 93
195, 353, 115
196, 348, 108
197, 341, 103
198, 333, 95
199, 324, 91
200, 317, 86
201, 307, 81
203, 364, 105
204, 359, 100
205, 354, 95
206, 347, 89
207, 340, 85
208, 334, 80
209, 327, 75
210, 321, 71
211, 313, 68
212, 375, 97
213, 374, 97
214, 370, 92
215, 362, 85
216, 356, 79
217, 350, 75
219, 340, 69
220, 333, 65
221, 326, 61
222, 318, 57
223, 386, 87
224, 381, 82
225, 374, 77
226, 370, 73
227, 364, 67
228, 356, 63
230, 351, 57
231, 344, 53
232, 338, 50
233, 332, 47
234, 325, 41
235, 395, 78
236, 390, 73
237, 384, 67
238, 377, 62
239, 371, 56
240, 364, 52
241, 359, 47
242, 352, 42
243, 345, 37
244, 339, 34
245, 331, 31
248, 263, 141
249, 255, 138
250, 247, 136
251, 238, 136
253, 269, 130
254, 260, 126
255, 250, 123
256, 239, 121
257, 275, 117
258, 266, 114
259, 257, 111
260, 247, 110
261, 238, 108
262, 281, 105
263, 272, 102
264, 263, 97
265, 254, 97
266, 246, 94
267, 237, 95
268, 289, 87
269, 280, 83
270, 271, 81
271, 264, 79
272, 255, 77
273, 246, 76
274, 236, 76
276, 294, 74
277, 285, 71
278, 277, 69
279, 268, 66
280, 256, 65
281, 248, 63
282, 237, 63
284, 300, 63
285, 292, 60
286, 286, 58
287, 277, 55
288, 269, 53
290, 260, 51
291, 253, 49
292, 246, 50
293, 238, 49
294, 306, 50
295, 297, 48
296, 289, 45
297, 281, 42
298, 271, 39
300, 263, 38
